member,Fy,lateral_psf,height_ft,spacing_in,P_asd_kip,footnote
800S137-118,50,35.0,14,12,12.89,a
800S137-43,33,35.0,14,12,1.07,c
800S137-54,33,35.0,14,12,3.8,c
600S250-68,33,35.0,14,12,6.15,a
800S162-97,50,35.0,14,12,11.06,a
800S162-118,50,35.0,14,12,14.71,a
800S162-54,50,35.0,14,12,3.95,b
600S300-68,50,35.0,14,12,6.55,a
600S300-97,50,35.0,14,12,12.36,a
600S300-118,33,35.0,14,12,16.82,a
800S200-54,33,35.0,14,12,5.61,a
600S350-68,33,35.0,14,12,9.14,a
600S350-97,50,35.0,14,12,15.8,a
600S350-118,50,35.0,14,12,20.67,a
600S200-68,33,35.0,16,16,4.36,c
800S137-97,50,35.0,16,16,8.83,b
800S137-118,50,35.0,16,16,12.0,a
800S137-43,33,35.0,16,16,0.01,d
800S137-54,33,35.0,16,16,2.86,d
600S250-68,33,35.0,16,16,5.15,c
800S162-97,50,35.0,16,16,10.03,a
800S162-118,50,35.0,16,16,13.66,a
800S162-54,50,35.0,16,16,3.02,d
600S300-68,50,35.0,16,16,5.55,b
600S300-97,50,35.0,16,16,11.32,a
600S300-118,33,35.0,16,16,15.75,a
800S200-54,33,35.0,16,16,4.65,c
600S350-68,33,35.0,16,16,8.1,a
600S350-97,50,35.0,16,16,14.69,a
600S350-118,50,35.0,16,16,19.58,a
600S200-68,33,35.0,16,24,2.58,e
800S137-97,50,35.0,16,24,7.13,d
800S137-118,50,35.0,16,24,10.21,c
800S137-43,33,35.0,16,24,2.11,e
800S137-54,33,35.0,16,24,0.98,e
600S250-68,33,35.0,16,24,3.16,d
800S162-97,50,35.0,16,24,7.99,c
800S162-118,50,35.0,16,24,11.57,b
800S162-54,50,35.0,16,24,1.17,e
600S300-68,50,35.0,16,24,3.54,d
600S300-97,50,35.0,16,24,9.25,c
600S300-118,33,35.0,16,24,13.6,b
800S200-54,33,35.0,16,24,2.71,d
600S350-68,33,35.0,16,24,6.0,c
600S350-97,50,35.0,16,24,12.48,b
600S350-118,50,35.0,16,24,17.41,a
600S200-68,33,35.0,16,12,2.01,a
800S137-97,50,35.0,16,12,3.23,a
800S137-118,50,35.0,16,12,4.42,a
800S137-43,33,35.0,16,12,6.94,a
800S137-54,33,35.0,16,12,1.76,a
600S250-68,33,35.0,16,12,2.85,a
800S162-97,50,35.0,16,12,4.98,a
800S162-118,50,35.0,16,12,6.8,a
800S162-54,50,35.0,16,12,10.85,a
600S300-68,50,35.0,16,12,13.91,a
600S300-97,50,35.0,16,12,2.28,a
600S300-118,33,35.0,16,12,3.97,a
800S200-54,33,35.0,16,12,7.24,a
600S350-68,33,35.0,16,12,9.77,a
600S350-97,50,35.0,16,12,15.48,a
600S350-118,50,35.0,16,12,19.93,a
600S200-68,33,35.0,8,16,1.85,a
800S137-97,50,35.0,8,16,3.1,a
800S137-118,50,35.0,8,16,4.29,a
800S137-43,33,35.0,8,16,6.83,a
800S137-54,33,35.0,8,16,1.51,a
600S250-68,33,35.0,8,16,2.66,a
800S162-97,50,35.0,8,16,4.81,a
800S162-118,50,35.0,8,16,6.64,a
800S162-54,50,35.0,8,16,10.7,a
600S300-68,50,35.0,8,16,13.76,a
600S300-97,50,35.0,8,16,2.01,a
600S300-118,33,35.0,8,16,3.77,a
800S200-54,33,35.0,8,16,7.04,a
600S350-68,33,35.0,8,16,9.57,a
600S350-97,50,35.0,8,16,15.29,a
600S350-118,50,35.0,8,16,19.74,a
600S200-68,33,35.0,8,24,1.53,a
800S137-97,50,35.0,8,24,2.85,a
800S137-118,50,35.0,8,24,4.05,a
800S137-43,33,35.0,8,24,6.61,a
800S137-54,33,35.0,8,24,1.03,a
600S250-68,33,35.0,8,24,2.27,a
800S162-97,50,35.0,8,24,4.47,a
800S162-118,50,35.0,8,24,6.31,a
800S162-54,50,35.0,8,24,10.39,a
600S300-68,50,35.0,8,24,13.45,a
600S300-97,50,35.0,8,24,1.49,a
600S300-118,33,35.0,8,24,3.37,a
800S200-54,33,35.0,8,24,6.64,a
600S350-68,33,35.0,8,24,9.19,a
600S350-97,50,35.0,8,24,14.92,a
600S350-118,50,35.0,8,24,19.35,a
600S200-68,33,35.0,8,12,1.88,a
800S137-97,50,35.0,8,12,3.13,a
800S137-118,50,35.0,8,12,4.32,a
800S137-43,33,35.0,8,12,6.85,a
800S137-54,33,35.0,8,12,1.56,a
600S250-68,33,35.0,8,12,2.7,a
800S162-97,50,35.0,8,12,4.85,a
800S162-118,50,35.0,8,12,6.67,a
800S162-54,50,35.0,8,12,10.73,a
600S300-68,50,35.0,8,12,13.79,a
600S300-97,50,35.0,8,12,2.07,a
600S300-118,33,35.0,8,12,3.81,a
800S200-54,33,35.0,8,12,7.08,a
600S350-68,33,35.0,8,12,9.61,a
600S350-97,50,35.0,8,12,15.33,a
600S350-118,50,35.0,8,12,19.78,a
600S200-68,33,35.0,9,16,1.68,a
800S137-97,50,35.0,9,16,2.97,a
800S137-118,50,35.0,9,16,4.16,a
800S137-43,33,35.0,9,16,6.71,a
800S137-54,33,35.0,9,16,1.25,a
600S250-68,33,35.0,9,16,2.45,a
800S162-97,50,35.0,9,16,4.63,a
800S162-118,50,35.0,9,16,6.46,a
800S162-54,50,35.0,9,16,10.54,a
600S300-68,50,35.0,9,16,13.6,a
600S300-97,50,35.0,9,16,1.74,a
600S300-118,33,35.0,9,16,3.55,a
800S200-54,33,35.0,9,16,6.83,a
600S350-68,33,35.0,9,16,9.37,a
600S350-97,50,35.0,9,16,15.09,a
600S350-118,50,35.0,9,16,19.53,a
600S200-68,33,35.0,9,24,1.27,a
800S137-97,50,35.0,9,24,2.64,a
800S137-118,50,35.0,9,24,3.85,a
800S137-43,33,35.0,9,24,6.43,a
800S137-54,33,35.0,9,24,0.64,a
600S250-68,33,35.0,9,24,1.96,a
800S162-97,50,35.0,9,24,4.2,a
800S162-118,50,35.0,9,24,6.04,a
800S162-54,50,35.0,9,24,10.15,a
600S300-68,50,35.0,9,24,13.21,a
600S300-97,50,35.0,9,24,1.07,a
600S300-118,33,35.0,9,24,3.04,a
800S200-54,33,35.0,9,24,6.33,a
600S350-68,33,35.0,9,24,8.88,a
600S350-97,50,35.0,9,24,14.62,a
600S350-118,50,35.0,9,24,19.04,a
600S200-68,33,35.0,9,12,1.74,a
800S137-97,50,35.0,9,12,3.01,a
800S137-118,50,35.0,9,12,4.21,a
800S137-43,33,35.0,9,12,6.76,a
800S137-54,33,35.0,9,12,1.35,a
600S250-68,33,35.0,9,12,2.52,a
800S162-97,50,35.0,9,12,4.7,a
800S162-118,50,35.0,9,12,6.53,a
800S162-54,50,35.0,9,12,10.6,a
600S300-68,50,35.0,9,12,13.66,a
600S300-97,50,35.0,9,12,1.83,a
600S300-118,33,35.0,9,12,3.63,a
800S200-54,33,35.0,9,12,6.9,a
600S350-68,33,35.0,9,12,9.44,a
600S350-97,50,35.0,9,12,15.16,a
600S350-118,50,35.0,9,12,19.6,a
600S200-68,33,35.0,10,16,1.49,a
800S137-97,50,35.0,10,16,2.81,a
800S137-118,50,35.0,10,16,4.01,a
800S137-43,33,35.0,10,16,6.58,a
800S137-54,33,35.0,10,16,0.97,a
600S250-68,33,35.0,10,16,2.22,a
800S162-97,50,35.0,10,16,4.43,a
800S162-118,50,35.0,10,16,6.27,a
800S162-54,50,35.0,10,16,10.36,a
600S300-68,50,35.0,10,16,13.42,a
600S300-97,50,35.0,10,16,1.42,a
600S300-118,33,35.0,10,16,3.32,a
800S200-54,33,35.0,10,16,6.59,a
600S350-68,33,35.0,10,16,9.14,a
600S350-97,50,35.0,10,16,14.87,a
600S350-118,50,35.0,10,16,19.3,a
600S200-68,33,35.0,10,12,1.41,a
800S137-97,50,35.0,10,12,2.75,a
800S137-118,50,35.0,10,12,3.95,a
800S137-43,33,35.0,10,12,6.53,a
800S137-54,33,35.0,10,12,0.84,a
600S250-68,33,35.0,10,12,2.12,a
800S162-97,50,35.0,10,12,4.34,a
800S162-118,50,35.0,10,12,6.18,a
800S162-54,50,35.0,10,12,10.28,a
600S300-68,50,35.0,10,12,13.34,a
600S300-97,50,35.0,10,12,1.29,a
600S300-118,33,35.0,10,12,3.21,a
800S200-54,33,35.0,10,12,6.49,a
600S350-68,33,35.0,10,12,9.04,a
600S350-97,50,35.0,10,12,14.78,a
600S350-118,50,35.0,10,12,19.2,a
800S250-68,33,35.0,,12,11.18,a
800S250-97,50,35.0,,12,18.93,a
800S250-118,50,35.0,,12,24.79,a
800S250-54,50,35.0,,12,7.93,a
800S300-68,50,35.0,,12,11.46,a
800S300-97,50,35.0,,12,20.69,a
800S300-118,50,35.0,,12,27.14,a
800S300-54,50,35.0,,12,10.35,a
800S350-68,50,35.0,,12,15.14,a
800S350-97,50,35.0,,12,25.2,a
800S350-118,50,35.0,,12,33.63,a
800S250-68,33,35.0,8,16,10.96,a
800S250-97,50,35.0,8,16,18.7,a
800S250-118,50,35.0,8,16,24.53,a
800S250-54,50,35.0,8,16,7.71,a
800S300-68,50,35.0,8,16,11.24,a
800S300-97,50,35.0,8,16,20.45,a
800S300-118,50,35.0,8,16,26.89,a
800S300-54,50,35.0,8,16,10.13,a
800S350-68,50,35.0,8,16,14.91,a
800S350-97,50,35.0,8,16,24.94,a
800S350-118,50,35.0,8,16,33.36,a
800S250-68,33,35.0,8,24,10.53,a
800S250-97,50,35.0,8,24,18.22,a
800S250-118,50,35.0,8,24,24.03,a
800S250-54,50,35.0,8,24,7.28,a
800S300-68,50,35.0,8,24,10.82,a
800S300-97,50,35.0,8,24,19.96,a
800S300-118,50,35.0,8,24,26.38,a
800S300-54,50,35.0,8,24,9.68,a
800S350-68,50,35.0,8,24,14.46,a
800S350-97,50,35.0,8,24,24.43,a
800S350-118,50,35.0,8,24,32.82,a
800S250-68,33,35.0,8,12,10.97,a
800S250-97,50,35.0,8,12,18.67,a
800S250-118,50,35.0,8,12,24.45,a
800S250-54,50,35.0,8,12,7.71,a
800S300-68,50,35.0,8,12,11.23,a
800S300-97,50,35.0,8,12,20.36,a
800S300-118,50,35.0,8,12,26.76,a
800S300-54,50,35.0,8,12,10.1,a
800S350-68,50,35.0,8,12,14.87,a
800S350-97,50,35.0,8,12,24.86,a
800S350-118,50,35.0,8,12,33.19,a
800S250-68,33,35.0,9,16,10.7,a
800S250-97,50,35.0,9,16,18.37,a
800S250-118,50,35.0,9,16,24.13,a
800S250-54,50,35.0,9,16,7.44,a
800S300-68,50,35.0,9,16,10.96,a
800S300-97,50,35.0,9,16,20.05,a
800S300-118,50,35.0,9,16,26.44,a
800S300-54,50,35.0,9,16,9.82,a
800S350-68,50,35.0,9,16,14.58,a
800S350-97,50,35.0,9,16,24.54,a
800S350-118,50,35.0,9,16,32.85,a
800S250-68,33,35.0,9,24,10.15,a
800S250-97,50,35.0,9,24,17.76,a
800S250-118,50,35.0,9,24,23.49,a
800S250-54,50,35.0,9,24,6.9,a
800S300-68,50,35.0,9,24,10.42,a
800S300-97,50,35.0,9,24,19.44,a
800S300-118,50,35.0,9,24,25.8,a
800S300-54,50,35.0,9,24,9.25,a
800S350-68,50,35.0,9,24,14.0,a
800S350-97,50,35.0,9,24,23.89,a
800S350-118,50,35.0,9,24,32.18,a
800S250-68,33,35.0,9,12,10.73,a
800S250-97,50,35.0,9,12,18.37,a
800S250-118,50,35.0,9,12,24.05,a
800S250-54,50,35.0,9,12,7.47,a
800S300-68,50,35.0,9,12,10.96,a
800S300-97,50,35.0,9,12,19.97,a
800S300-118,50,35.0,9,12,26.32,a
800S300-54,50,35.0,9,12,9.82,a
800S350-68,50,35.0,9,12,14.55,a
800S350-97,50,35.0,9,12,24.44,a
800S350-118,50,35.0,9,12,32.68,a
800S250-68,33,35.0,10,16,10.39,a
800S250-97,50,35.0,10,16,18.0,a
800S250-118,50,35.0,10,16,23.66,a
800S250-54,50,35.0,10,16,7.14,a
800S300-68,50,35.0,10,16,10.64,a
800S300-97,50,35.0,10,16,19.59,a
800S300-118,50,35.0,10,16,25.92,a
800S300-54,50,35.0,10,16,9.47,a
800S350-68,50,35.0,10,16,14.2,a
800S350-97,50,35.0,10,16,24.04,a
800S350-118,50,35.0,10,16,32.27,a
800S250-68,33,35.0,10,24,9.72,a
800S250-97,50,35.0,10,24,17.25,a
800S250-118,50,35.0,10,24,22.88,a
800S250-54,50,35.0,10,24,6.47,a
800S300-68,50,35.0,10,24,9.98,a
800S300-97,50,35.0,10,24,18.84,a
800S300-118,50,35.0,10,24,25.14,a
800S300-54,50,35.0,10,24,8.78,a
800S350-68,50,35.0,10,24,13.49,a
800S350-97,50,35.0,10,24,23.25,a
800S350-118,50,35.0,10,24,31.44,a
800S250-68,33,35.0,10,12,10.16,a
800S250-97,50,35.0,10,12,17.64,a
800S250-118,50,35.0,10,12,23.06,a
800S250-54,50,35.0,10,12,6.91,a
800S300-68,50,35.0,10,12,10.34,a
800S300-97,50,35.0,10,12,19.02,a
800S300-118,50,35.0,10,12,25.22,a
800S300-54,50,35.0,10,12,9.16,a
800S350-68,50,35.0,10,12,13.8,a
800S350-97,50,35.0,10,12,23.35,a
800S350-118,50,35.0,10,12,31.49,a
800S250-68,33,35.0,12,16,9.68,a
800S250-97,50,35.0,12,16,17.11,a
800S250-118,50,35.0,12,16,22.51,a
800S250-54,50,35.0,12,16,6.44,a
800S300-68,50,35.0,12,16,9.87,a
800S300-97,50,35.0,12,16,18.49,a
800S300-118,50,35.0,12,16,24.67,a
800S300-54,50,35.0,12,16,8.67,a
800S350-68,50,35.0,12,16,13.3,a
800S350-97,50,35.0,12,16,22.79,a
800S350-118,50,35.0,12,16,30.91,a
800S250-68,33,35.0,12,24,8.73,a
800S250-97,50,35.0,12,24,16.05,a
800S250-118,50,35.0,12,24,21.41,a
800S250-54,50,35.0,12,24,5.5,a
800S300-68,50,35.0,12,24,8.94,a
800S300-97,50,35.0,12,24,17.44,a
800S300-118,50,35.0,12,24,23.57,a
800S300-54,50,35.0,12,24,7.69,a
800S350-68,50,35.0,12,24,12.31,a
800S350-97,50,35.0,12,24,21.67,a
800S350-118,50,35.0,12,24,29.75,a
800S250-68,33,35.0,12,12,9.39,a
800S250-97,50,35.0,12,12,16.55,a
800S250-118,50,35.0,12,12,21.78,a
800S250-54,50,35.0,12,12,6.25,a
800S300-68,50,35.0,12,12,9.58,a
800S300-97,50,35.0,12,12,17.85,a
800S300-118,50,35.0,12,12,23.86,a
800S300-54,50,35.0,12,12,8.38,a
800S350-68,50,35.0,12,12,12.9,a
800S350-97,50,35.0,12,12,22.06,a
800S350-118,50,35.0,12,12,29.8,a
800S250-68,33,35.0,14,16,8.76,a
800S250-97,50,35.0,14,16,15.86,a
800S250-118,50,35.0,14,16,21.05,a
800S250-54,50,35.0,14,16,5.62,a
800S300-68,50,35.0,14,16,8.97,a
800S300-97,50,35.0,14,16,17.15,a
800S300-118,50,35.0,14,16,23.14,a
800S300-54,50,35.0,14,16,7.73,a
800S350-68,50,35.0,14,16,12.24,a
800S350-97,50,35.0,14,16,21.32,a
800S350-118,50,35.0,14,16,29.03,a
800S250-68,33,35.0,14,24,7.5,a
800S250-97,50,35.0,14,24,14.46,a
800S250-118,50,35.0,14,24,19.61,a
800S250-54,50,35.0,14,24,4.37,a
800S300-68,50,35.0,14,24,7.73,a
800S300-97,50,35.0,14,24,15.77,a
800S300-118,50,35.0,14,24,21.68,a
800S300-54,50,35.0,14,24,6.44,a
800S350-68,50,35.0,14,24,10.92,a
800S350-97,50,35.0,14,24,19.85,a
800S350-118,50,35.0,14,24,27.5,a
800S250-68,33,35.0,14,12,8.49,a
800S250-97,50,35.0,14,12,15.24,a
800S250-118,50,35.0,14,12,20.22,a
800S250-54,50,35.0,14,12,5.49,a
800S300-68,50,35.0,14,12,8.72,a
800S300-97,50,35.0,14,12,16.49,a
800S300-118,50,35.0,14,12,22.29,a
800S300-54,50,35.0,14,12,7.52,a
800S350-68,50,35.0,14,12,11.88,a
800S350-97,50,35.0,14,12,20.62,a
800S350-118,50,35.0,14,12,27.69,a
800S250-68,33,35.0,16,16,7.7,a
800S250-97,50,35.0,16,16,14.37,a
800S250-118,50,35.0,16,16,19.32,a
800S250-54,50,35.0,16,16,4.7,a
800S300-68,50,35.0,16,16,7.94,a
800S300-97,50,35.0,16,16,15.63,a
800S300-118,50,35.0,16,16,21.38,a
800S300-54,50,35.0,16,16,6.7,a
800S350-68,50,35.0,16,16,11.05,a
800S350-97,50,35.0,16,16,19.7,a
800S350-118,50,35.0,16,16,26.74,a
362S137-43,33,40.0,,12,0.92,b
362S137-54,50,40.0,,12,2.18,a
362S137-68,50,40.0,,12,3.24,a
362S137-33,33,40.0,,12,0.6,b
600S137-43,33,40.0,,12,1.31,a
362S162-54,33,40.0,,12,2.96,a
362S162-68,50,40.0,,12,4.19,a
362S162-97,50,40.0,,12,6.55,a
362S162-97,50,40.0,,12,0.87,b
362S162-33,33,40.0,,12,1.92,a
362S200-54,33,40.0,,12,3.88,a
600S162-68,50,40.0,,12,6.62,a
600S162-97,50,40.0,,12,8.22,a
600S162-43,33,40.0,,12,2.26,a
362S250-54,33,40.0,,12,4.47,a
600S200-68,50,40.0,,12,6.29,a
600S200-97,33,40.0,,12,9.43,a
600S200-68,33,40.0,,12,8.94,a
800S137-97,50,40.0,,12,14.43,a
800S137-118,50,40.0,,12,18.69,a
800S137-43,33,40.0,,12,3.76,a
800S137-54,33,40.0,,12,6.77,a
600S250-68,33,40.0,,12,10.02,a
800S162-97,50,40.0,,12,16.93,a
800S162-118,50,40.0,,12,21.79,a
800S162-54,50,40.0,,12,7.07,a
600S300-68,50,40.0,,12,10.22,a
600S300-97,50,40.0,,12,18.25,a
600S300-118,33,40.0,,12,23.89,a
800S200-54,33,40.0,,12,9.33,a
600S350-68,33,40.0,,12,13.77,a
600S350-97,50,40.0,,12,22.81,a
600S350-118,50,40.0,,12,30.34,a
600S200-68,33,40.0,8,16,8.62,a
800S137-97,50,40.0,8,16,14.13,a
800S137-118,50,40.0,8,16,18.37,a
800S137-43,33,40.0,8,16,3.42,a
800S137-54,33,40.0,8,16,6.46,a
600S250-68,33,40.0,8,16,9.68,a
800S162-97,50,40.0,8,16,16.55,a
800S162-118,50,40.0,8,16,21.4,a
800S162-54,50,40.0,8,16,6.76,a
600S300-68,50,40.0,8,16,9.89,a
600S300-97,50,40.0,8,16,17.88,a
600S300-118,33,40.0,8,16,23.51,a
800S200-54,33,40.0,8,16,8.99,a
600S350-68,33,40.0,8,16,13.41,a
600S350-97,50,40.0,8,16,22.41,a
600S350-118,50,40.0,8,16,29.93,a
600S200-68,33,40.0,8,24,7.99,a
800S137-97,50,40.0,8,24,13.51,a
800S137-118,50,40.0,8,24,17.73,a
800S137-43,33,40.0,8,24,2.73,a
800S137-54,33,40.0,8,24,5.83,a
600S250-68,33,40.0,8,24,8.99,a
800S162-97,50,40.0,8,24,15.81,a
800S162-118,50,40.0,8,24,20.63,a
800S162-54,50,40.0,8,24,6.13,a
600S300-68,50,40.0,8,24,9.21,a
600S300-97,50,40.0,8,24,17.14,a
600S300-118,33,40.0,8,24,22.74,a
800S200-54,33,40.0,8,24,8.32,a
600S350-68,33,40.0,8,24,12.69,a
600S350-97,50,40.0,8,24,21.62,a
600S350-118,50,40.0,8,24,29.11,a
600S200-68,33,40.0,8,12,8.58,a
800S137-97,50,40.0,8,12,14.01,a
800S137-118,50,40.0,8,12,18.2,a
800S137-43,33,40.0,8,12,3.46,a
800S137-54,33,40.0,8,12,6.45,a
600S250-68,33,40.0,8,12,9.61,a
800S162-97,50,40.0,8,12,16.36,a
800S162-118,50,40.0,8,12,21.13,a
800S162-54,50,40.0,8,12,6.74,a
600S300-68,50,40.0,8,12,9.82,a
600S300-97,50,40.0,8,12,17.66,a
600S300-118,33,40.0,8,12,23.21,a
800S200-54,33,40.0,8,12,8.93,a
600S350-68,33,40.0,8,12,13.29,a
600S350-97,50,40.0,8,12,22.14,a
600S350-118,50,40.0,8,12,29.37,a
600S200-68,33,40.0,9,16,8.18,a
800S137-97,50,40.0,9,16,13.62,a
800S137-118,50,40.0,9,16,17.79,a
800S137-43,33,40.0,9,16,3.03,a
800S137-54,33,40.0,9,16,6.06,a
600S250-68,33,40.0,9,16,9.18,a
800S162-97,50,40.0,9,16,15.9,a
800S162-118,50,40.0,9,16,20.65,a
800S162-54,50,40.0,9,16,6.34,a
600S300-68,50,40.0,9,16,9.4,a
600S300-97,50,40.0,9,16,17.2,a
600S300-118,33,40.0,9,16,22.73,a
800S200-54,33,40.0,9,16,8.51,a
600S350-68,33,40.0,9,16,12.84,a
600S350-97,50,40.0,9,16,21.65,a
600S350-118,50,40.0,9,16,28.87,a
600S200-68,33,40.0,9,24,7.38,a
800S137-97,50,40.0,9,24,12.86,a
800S137-118,50,40.0,9,24,16.99,a
800S137-43,33,40.0,9,24,2.18,a
800S137-54,33,40.0,9,24,5.27,a
600S250-68,33,40.0,9,24,8.33,a
800S162-97,50,40.0,9,24,14.97,a
800S162-118,50,40.0,9,24,19.69,a
800S162-54,50,40.0,9,24,5.55,a
600S300-68,50,40.0,9,24,8.56,a
600S300-97,50,40.0,9,24,16.27,a
600S300-118,33,40.0,9,24,21.78,a
800S200-54,33,40.0,9,24,7.67,a
600S350-68,33,40.0,9,24,11.93,a
600S350-97,50,40.0,9,24,20.66,a
600S350-118,50,40.0,9,24,27.85,a
600S200-68,33,40.0,9,12,8.16,a
800S137-97,50,40.0,9,12,13.51,a
800S137-118,50,40.0,9,12,17.61,a
800S137-43,33,40.0,9,12,3.13,a
800S137-54,33,40.0,9,12,6.08,a
600S250-68,33,40.0,9,12,9.16,a
800S162-97,50,40.0,9,12,15.72,a
800S162-118,50,40.0,9,12,20.38,a
800S162-54,50,40.0,9,12,6.37,a
600S300-68,50,40.0,9,12,9.38,a
600S300-97,50,40.0,9,12,16.99,a
600S300-118,33,40.0,9,12,22.45,a
800S200-54,33,40.0,9,12,8.48,a
600S350-68,33,40.0,9,12,12.75,a
600S350-97,50,40.0,9,12,21.4,a
600S350-118,50,40.0,9,12,28.29,a
600S200-68,33,40.0,10,16,7.68,a
800S137-97,50,40.0,10,16,13.05,a
800S137-118,50,40.0,10,16,17.12,a
800S137-43,33,40.0,10,16,2.61,a
800S137-54,33,40.0,10,16,5.61,a
600S250-68,33,40.0,10,16,8.64,a
800S162-97,50,40.0,10,16,15.16,a
800S162-118,50,40.0,10,16,19.8,a
800S162-54,50,40.0,10,16,5.89,a
600S300-68,50,40.0,10,16,8.87,a
600S300-97,50,40.0,10,16,16.43,a
600S300-118,33,40.0,10,16,21.87,a
800S200-54,33,40.0,10,16,7.98,a
600S350-68,33,40.0,10,16,12.2,a
600S350-97,50,40.0,10,16,20.8,a
600S350-118,50,40.0,10,16,27.68,a
600S200-68,33,40.0,10,24,6.72,a
800S137-97,50,40.0,10,24,12.12,a
800S137-118,50,40.0,10,24,16.15,a
800S137-43,33,40.0,10,24,1.56,a
800S137-54,33,40.0,10,24,4.66,a
600S250-68,33,40.0,10,24,7.59,a
800S162-97,50,40.0,10,24,14.03,a
800S162-118,50,40.0,10,24,18.64,a
800S162-54,50,40.0,10,24,4.93,a
600S300-68,50,40.0,10,24,7.84,a
600S300-97,50,40.0,10,24,15.31,a
600S300-118,33,40.0,10,24,20.71,a
800S200-54,33,40.0,10,24,6.96,a
600S350-68,33,40.0,10,24,11.11,a
600S350-97,50,40.0,10,24,19.6,a
600S350-118,50,40.0,10,24,26.46,a
600S200-68,33,40.0,10,12,7.2,a
800S137-97,50,40.0,10,12,12.33,a
800S137-118,50,40.0,10,12,16.19,a
800S137-43,33,40.0,10,12,2.38,a
800S137-54,33,40.0,10,12,5.25,a
600S250-68,33,40.0,10,12,8.12,a
800S162-97,50,40.0,10,12,14.22,a
800S162-118,50,40.0,10,12,18.59,a
800S162-54,50,40.0,10,12,5.52,a
600S300-68,50,40.0,10,12,8.41,a
600S300-97,50,40.0,10,12,15.45,a
600S300-118,33,40.0,10,12,20.7,a
800S200-54,33,40.0,10,12,7.49,a
600S350-68,33,40.0,10,12,11.53,a
600S350-97,50,40.0,10,12,19.75,a
600S350-118,50,40.0,10,12,25.84,a
600S200-68,33,40.0,12,16,6.53,a
800S137-97,50,40.0,12,16,11.69,a
800S137-118,50,40.0,12,16,15.52,a
800S137-43,33,40.0,12,16,1.64,a
800S137-54,33,40.0,12,16,4.59,a
600S250-68,33,40.0,12,16,7.4,a
800S162-97,50,40.0,12,16,13.45,a
800S162-118,50,40.0,12,16,17.8,a
800S162-54,50,40.0,12,16,4.85,a
600S300-68,50,40.0,12,16,7.69,a
600S300-97,50,40.0,12,16,14.69,a
600S300-118,33,40.0,12,16,19.9,a
800S200-54,33,40.0,12,16,6.78,a
600S350-68,33,40.0,12,16,10.78,a
600S350-97,50,40.0,12,16,18.92,a
600S350-118,50,40.0,12,16,25.01,a
600S200-68,33,40.0,12,24,5.2,b
800S137-97,50,40.0,12,24,10.41,a
800S137-118,50,40.0,12,24,14.17,a
800S137-43,33,40.0,12,24,0.17,c
800S137-54,33,40.0,12,24,3.27,b
600S250-68,33,40.0,12,24,5.96,a
800S162-97,50,40.0,12,24,11.91,a
800S162-118,50,40.0,12,24,16.22,a
800S162-54,50,40.0,12,24,3.52,b
600S300-68,50,40.0,12,24,6.27,a
600S300-97,50,40.0,12,24,13.16,a
600S300-118,33,40.0,12,24,18.31,a
800S200-54,33,40.0,12,24,5.38,a
600S350-68,33,40.0,12,24,9.26,a
600S350-97,50,40.0,12,24,17.27,a
600S350-118,50,40.0,12,24,23.36,a
600S200-68,33,40.0,12,12,6.08,a
800S137-97,50,40.0,12,12,10.9,a
800S137-118,50,40.0,12,12,14.45,a
800S137-43,33,40.0,12,12,1.53,b
800S137-54,33,40.0,12,12,4.34,a
600S250-68,33,40.0,12,12,6.95,a
800S162-97,50,40.0,12,12,12.48,a
800S162-118,50,40.0,12,12,16.51,a
800S162-54,50,40.0,12,12,4.57,a
600S300-68,50,40.0,12,12,7.31,a
600S300-97,50,40.0,12,12,13.72,a
600S300-118,33,40.0,12,12,18.78,a
800S200-54,33,40.0,12,12,6.37,a
600S350-68,33,40.0,12,12,10.16,a
600S350-97,50,40.0,12,12,17.74,a
600S350-118,50,40.0,12,12,23.1,a
600S200-68,33,40.0,14,16,5.23,b
800S137-97,50,40.0,14,16,10.09,a
800S137-118,50,40.0,14,16,13.6,a
800S137-43,33,40.0,14,16,0.56,d
800S137-54,33,40.0,14,16,3.48,c
600S250-68,33,40.0,14,16,6.02,a
800S162-97,50,40.0,14,16,11.5,a
800S162-118,50,40.0,14,16,15.51,a
800S162-54,50,40.0,14,16,3.71,b
600S300-68,50,40.0,14,16,6.38,a
600S300-97,50,40.0,14,16,12.75,a
600S300-118,33,40.0,14,16,17.76,a
800S200-54,33,40.0,14,16,5.47,a
600S350-68,33,40.0,14,16,9.19,a
600S350-97,50,40.0,14,16,16.68,a
600S350-118,50,40.0,14,16,22.05,a
600S200-68,33,40.0,14,12,4.87,c
800S137-97,50,40.0,14,12,9.32,a
800S137-118,50,40.0,14,12,12.51,a
800S137-43,33,40.0,14,12,0.62,d
800S137-54,33,40.0,14,12,3.39,c
600S250-68,33,40.0,14,12,5.72,b
800S162-97,50,40.0,14,12,10.62,a
800S162-118,50,40.0,14,12,14.26,a
800S162-54,50,40.0,14,12,3.56,c
600S300-68,50,40.0,14,12,6.12,b
600S300-97,50,40.0,14,12,11.91,a
600S300-118,33,40.0,14,12,16.36,a
800S200-54,33,40.0,14,12,5.2,b
600S350-68,33,40.0,14,12,8.7,a
600S350-97,50,40.0,14,12,15.32,a
600S350-118,50,40.0,14,12,20.21,a
600S200-68,33,40.0,14,12,1.94,a
800S137-97,50,40.0,14,12,3.17,a
