member,Fy,lateral_psf,height_ft,spacing_in,P_asd_kip,footnote
800S162-97,50,15.0,14,16,4.6,a
800S162-118,50,15.0,14,16,6.43,a
800S162-54,50,15.0,14,16,10.51,a
600S300-68,50,15.0,14,16,13.57,a
600S300-97,50,15.0,14,16,1.66,a
600S300-118,33,15.0,14,16,3.45,a
800S200-54,33,15.0,14,16,6.63,a
600S350-68,33,15.0,14,16,9.16,a
600S350-97,50,15.0,14,16,14.97,a
600S350-118,50,15.0,14,16,19.49,a
600S200-68,33,15.0,14,24,1.22,a
800S137-97,50,15.0,14,24,2.61,a
800S137-118,50,15.0,14,24,3.81,a
800S137-43,33,15.0,14,24,6.4,a
800S137-54,33,15.0,14,24,0.57,a
600S250-68,33,15.0,14,24,1.9,a
800S162-97,50,15.0,14,24,4.15,a
800S162-118,50,15.0,14,24,6.0,a
800S162-54,50,15.0,14,24,10.11,a
600S300-68,50,15.0,14,24,13.17,a
600S300-97,50,15.0,14,24,0.98,a
600S300-118,33,15.0,14,24,2.93,a
800S200-54,33,15.0,14,24,6.12,a
600S350-68,33,15.0,14,24,8.66,a
600S350-97,50,15.0,14,24,14.48,a
600S350-118,50,15.0,14,24,18.98,a
600S200-68,33,15.0,14,12,1.67,a
800S137-97,50,15.0,14,12,2.96,a
800S137-118,50,15.0,14,12,4.15,a
800S137-43,33,15.0,14,12,6.7,a
800S137-54,33,15.0,14,12,1.23,a
600S250-68,33,15.0,14,12,2.44,a
800S162-97,50,15.0,14,12,4.62,a
800S162-118,50,15.0,14,12,6.45,a
800S162-54,50,15.0,14,12,10.53,a
600S300-68,50,15.0,14,12,13.59,a
600S300-97,50,15.0,14,12,1.66,a
600S300-118,33,15.0,14,12,3.39,a
800S200-54,33,15.0,14,12,6.42,a
600S350-68,33,15.0,14,12,8.86,a
600S350-97,50,15.0,14,12,14.48,a
600S350-118,50,15.0,14,12,18.95,a
600S200-68,33,15.0,16,16,1.39,a
800S137-97,50,15.0,16,16,2.74,a
800S137-118,50,15.0,16,16,3.94,a
800S137-43,33,15.0,16,16,6.51,a
800S137-54,33,15.0,16,16,0.82,a
600S250-68,33,15.0,16,16,2.1,a
800S162-97,50,15.0,16,16,4.33,a
800S162-118,50,15.0,16,16,6.17,a
800S162-54,50,15.0,16,16,10.26,a
600S300-68,50,15.0,16,16,13.32,a
600S300-97,50,15.0,16,16,1.22,a
600S300-118,33,15.0,16,16,3.06,a
800S200-54,33,15.0,16,16,6.1,a
600S350-68,33,15.0,16,16,8.54,a
600S350-97,50,15.0,16,16,14.17,a
600S350-118,50,15.0,16,16,18.63,a
800S250-68,33,15.0,,12,11.55,a
800S250-97,50,15.0,,12,19.35,a
800S250-118,50,15.0,,12,25.22,a
800S250-54,50,15.0,,12,8.3,a
800S300-68,50,15.0,,12,11.82,a
800S300-97,50,15.0,,12,21.11,a
800S300-118,50,15.0,,12,27.58,a
800S300-54,50,15.0,,12,10.74,a
800S350-68,50,15.0,,12,15.54,a
800S350-97,50,15.0,,12,25.64,a
800S350-118,50,15.0,,12,34.09,a
800S250-68,33,15.0,8,16,11.46,a
800S250-97,50,15.0,8,16,19.24,a
800S250-118,50,15.0,8,16,25.11,a
800S250-54,50,15.0,8,16,8.2,a
800S300-68,50,15.0,8,16,11.73,a
800S300-97,50,15.0,8,16,21.01,a
800S300-118,50,15.0,8,16,27.47,a
800S300-54,50,15.0,8,16,10.64,a
800S350-68,50,15.0,8,16,15.44,a
800S350-97,50,15.0,8,16,25.53,a
800S350-118,50,15.0,8,16,33.97,a
800S250-68,33,15.0,8,24,11.27,a
800S250-97,50,15.0,8,24,19.04,a
800S250-118,50,15.0,8,24,24.89,a
800S250-54,50,15.0,8,24,8.02,a
800S300-68,50,15.0,8,24,11.55,a
800S300-97,50,15.0,8,24,20.8,a
800S300-118,50,15.0,8,24,27.25,a
800S300-54,50,15.0,8,24,10.45,a
800S350-68,50,15.0,8,24,15.24,a
800S350-97,50,15.0,8,24,25.31,a
800S350-118,50,15.0,8,24,33.74,a
800S250-68,33,15.0,8,12,11.44,a
800S250-97,50,15.0,8,12,19.19,a
800S250-118,50,15.0,8,12,24.99,a
800S250-54,50,15.0,8,12,8.18,a
800S300-68,50,15.0,8,12,11.69,a
800S300-97,50,15.0,8,12,20.88,a
800S300-118,50,15.0,8,12,27.31,a
800S300-54,50,15.0,8,12,10.59,a
800S350-68,50,15.0,8,12,15.36,a
800S350-97,50,15.0,8,12,25.42,a
800S350-118,50,15.0,8,12,33.76,a
800S250-68,33,15.0,9,16,11.32,a
800S250-97,50,15.0,9,16,19.06,a
800S250-118,50,15.0,9,16,24.86,a
800S250-54,50,15.0,9,16,8.06,a
800S300-68,50,15.0,9,16,11.57,a
800S300-97,50,15.0,9,16,20.75,a
800S300-118,50,15.0,9,16,27.17,a
800S300-54,50,15.0,9,16,10.47,a
800S350-68,50,15.0,9,16,15.24,a
800S350-97,50,15.0,9,16,25.28,a
800S350-118,50,15.0,9,16,33.62,a
800S250-68,33,15.0,9,24,11.08,a
800S250-97,50,15.0,9,24,18.8,a
800S250-118,50,15.0,9,24,24.58,a
800S250-54,50,15.0,9,24,7.83,a
800S300-68,50,15.0,9,24,11.34,a
800S300-97,50,15.0,9,24,20.49,a
800S300-118,50,15.0,9,24,26.9,a
800S300-54,50,15.0,9,24,10.22,a
800S350-68,50,15.0,9,24,14.99,a
800S350-97,50,15.0,9,24,25.0,a
800S350-118,50,15.0,9,24,33.33,a
800S250-68,33,15.0,9,12,11.3,a
800S250-97,50,15.0,9,12,19.0,a
800S250-118,50,15.0,9,12,24.72,a
800S250-54,50,15.0,9,12,8.05,a
800S300-68,50,15.0,9,12,11.53,a
800S300-97,50,15.0,9,12,20.61,a
800S300-118,50,15.0,9,12,26.99,a
800S300-54,50,15.0,9,12,10.41,a
800S350-68,50,15.0,9,12,15.16,a
800S350-97,50,15.0,9,12,25.12,a
800S350-118,50,15.0,9,12,33.39,a
800S250-68,33,15.0,10,16,11.16,a
800S250-97,50,15.0,10,16,18.84,a
800S250-118,50,15.0,10,16,24.55,a
800S250-54,50,15.0,10,16,7.9,a
800S300-68,50,15.0,10,16,11.39,a
800S300-97,50,15.0,10,16,20.45,a
800S300-118,50,15.0,10,16,26.82,a
800S300-54,50,15.0,10,16,10.26,a
800S350-68,50,15.0,10,16,15.0,a
800S350-97,50,15.0,10,16,24.95,a
800S350-118,50,15.0,10,16,33.21,a
800S250-68,33,15.0,10,24,10.87,a
800S250-97,50,15.0,10,24,18.53,a
800S250-118,50,15.0,10,24,24.22,a
800S250-54,50,15.0,10,24,7.62,a
800S300-68,50,15.0,10,24,11.11,a
800S300-97,50,15.0,10,24,20.13,a
800S300-118,50,15.0,10,24,26.48,a
800S300-54,50,15.0,10,24,9.97,a
800S350-68,50,15.0,10,24,14.7,a
800S350-97,50,15.0,10,24,24.61,a
800S350-118,50,15.0,10,24,32.86,a
800S250-68,33,15.0,10,12,10.98,a
800S250-97,50,15.0,10,12,18.54,a
800S250-118,50,15.0,10,12,24.0,a
800S250-54,50,15.0,10,12,7.72,a
800S300-68,50,15.0,10,12,11.14,a
800S300-97,50,15.0,10,12,19.92,a
800S300-118,50,15.0,10,12,26.17,a
800S300-54,50,15.0,10,12,9.99,a
800S350-68,50,15.0,10,12,14.66,a
800S350-97,50,15.0,10,12,24.3,a
800S350-118,50,15.0,10,12,32.49,a
800S250-68,33,15.0,12,16,10.77,a
800S250-97,50,15.0,12,16,18.31,a
800S250-118,50,15.0,12,16,23.77,a
800S250-54,50,15.0,12,16,7.52,a
800S300-68,50,15.0,12,16,10.94,a
800S300-97,50,15.0,12,16,19.69,a
800S300-118,50,15.0,12,16,25.93,a
800S300-54,50,15.0,12,16,9.78,a
800S350-68,50,15.0,12,16,14.45,a
800S350-97,50,15.0,12,16,24.06,a
800S350-118,50,15.0,12,16,32.24,a
800S250-68,33,15.0,12,24,10.36,a
800S250-97,50,15.0,12,24,17.86,a
800S250-118,50,15.0,12,24,23.3,a
800S250-54,50,15.0,12,24,7.12,a
800S300-68,50,15.0,12,24,10.54,a
800S300-97,50,15.0,12,24,19.24,a
800S300-118,50,15.0,12,24,25.46,a
800S300-54,50,15.0,12,24,9.37,a
800S350-68,50,15.0,12,24,14.02,a
800S350-97,50,15.0,12,24,23.58,a
800S350-118,50,15.0,12,24,31.74,a
800S250-68,33,15.0,12,12,10.48,a
800S250-97,50,15.0,12,12,17.75,a
800S250-118,50,15.0,12,12,23.02,a
800S250-54,50,15.0,12,12,7.32,a
800S300-68,50,15.0,12,12,10.64,a
800S300-97,50,15.0,12,12,19.03,a
800S300-118,50,15.0,12,12,25.11,a
800S300-54,50,15.0,12,12,9.49,a
800S350-68,50,15.0,12,12,14.04,a
800S350-97,50,15.0,12,12,23.32,a
800S350-118,50,15.0,12,12,31.11,a
800S250-68,33,15.0,14,16,10.2,a
800S250-97,50,15.0,14,16,17.45,a
800S250-118,50,15.0,14,16,22.71,a
800S250-54,50,15.0,14,16,7.05,a
800S300-68,50,15.0,14,16,10.38,a
800S300-97,50,15.0,14,16,18.74,a
800S300-118,50,15.0,14,16,24.8,a
800S300-54,50,15.0,14,16,9.21,a
800S350-68,50,15.0,14,16,13.75,a
800S350-97,50,15.0,14,16,23.0,a
800S350-118,50,15.0,14,16,30.78,a
800S250-68,33,15.0,14,24,9.66,a
800S250-97,50,15.0,14,24,16.85,a
800S250-118,50,15.0,14,24,22.09,a
800S250-54,50,15.0,14,24,6.52,a
800S300-68,50,15.0,14,24,9.85,a
800S300-97,50,15.0,14,24,18.14,a
800S300-118,50,15.0,14,24,24.17,a
800S300-54,50,15.0,14,24,8.66,a
800S350-68,50,15.0,14,24,13.19,a
800S350-97,50,15.0,14,24,22.37,a
800S350-118,50,15.0,14,24,30.13,a
800S250-68,33,15.0,14,12,9.86,a
800S250-97,50,15.0,14,12,16.74,a
800S250-118,50,15.0,14,12,21.78,a
800S250-54,50,15.0,14,12,6.85,a
800S300-68,50,15.0,14,12,10.05,a
800S300-97,50,15.0,14,12,17.98,a
800S300-118,50,15.0,14,12,23.86,a
800S300-54,50,15.0,14,12,8.92,a
800S350-68,50,15.0,14,12,13.31,a
800S350-97,50,15.0,14,12,22.21,a
800S350-118,50,15.0,14,12,29.32,a
800S250-68,33,15.0,16,16,9.52,a
800S250-97,50,15.0,16,16,16.36,a
800S250-118,50,15.0,16,16,21.39,a
800S250-54,50,15.0,16,16,6.51,a
800S300-68,50,15.0,16,16,9.72,a
800S300-97,50,15.0,16,16,17.61,a
800S300-118,50,15.0,16,16,23.47,a
800S300-54,50,15.0,16,16,8.57,a
800S350-68,50,15.0,16,16,12.95,a
800S350-97,50,15.0,16,16,21.82,a
800S350-118,50,15.0,16,16,28.91,a
800S250-68,33,15.0,16,24,8.83,a
800S250-97,50,15.0,16,24,15.62,a
800S250-118,50,15.0,16,24,20.61,a
800S250-54,50,15.0,16,24,5.83,a
800S300-68,50,15.0,16,24,9.05,a
800S300-97,50,15.0,16,24,16.86,a
800S300-118,50,15.0,16,24,22.68,a
800S300-54,50,15.0,16,24,7.87,a
800S350-68,50,15.0,16,24,12.24,a
800S350-97,50,15.0,16,24,21.02,a
800S350-118,50,15.0,16,24,28.1,a
362S137-43,33,20.0,,12,1.58,a
362S137-54,50,20.0,,12,2.71,a
362S137-68,50,20.0,,12,3.7,a
362S137-33,33,20.0,,12,1.32,a
600S137-43,33,20.0,,12,2.0,a
362S162-54,33,20.0,,12,3.54,a
362S162-68,50,20.0,,12,4.72,a
362S162-97,50,20.0,,12,7.08,a
362S162-97,50,20.0,,12,1.67,a
362S162-33,33,20.0,,12,2.69,a
362S200-54,33,20.0,,12,4.55,a
600S162-68,50,20.0,,12,7.4,a
600S162-97,50,20.0,,12,8.78,a
600S162-43,33,20.0,,12,3.09,a
362S250-54,33,20.0,,12,5.19,a
600S200-68,50,20.0,,12,6.99,a
600S200-97,33,20.0,,12,10.08,a
362S137-43,33,20.0,8,16,1.36,a
362S137-54,50,20.0,8,16,2.54,a
362S137-68,50,20.0,8,16,3.55,a
362S137-33,33,20.0,8,16,1.08,a
600S137-43,33,20.0,8,16,1.77,a
362S162-54,33,20.0,8,16,3.35,a
362S162-68,50,20.0,8,16,4.54,a
362S162-97,50,20.0,8,16,6.9,a
362S162-97,50,20.0,8,16,1.4,a
362S162-33,33,20.0,8,16,2.43,a
362S200-54,33,20.0,8,16,4.33,a
600S162-68,50,20.0,8,16,7.14,a
600S162-97,50,20.0,8,16,8.6,a
600S162-43,33,20.0,8,16,2.82,a
362S250-54,33,20.0,8,16,4.95,a
600S200-68,50,20.0,8,16,6.76,a
600S200-97,33,20.0,8,16,9.86,a
362S137-43,33,20.0,8,24,0.92,b
362S137-54,50,20.0,8,24,2.18,a
362S137-68,50,20.0,8,24,3.24,a
362S137-33,33,20.0,8,24,0.6,b
600S137-43,33,20.0,8,24,1.31,a
362S162-54,33,20.0,8,24,2.96,a
362S162-68,50,20.0,8,24,4.19,a
362S162-97,50,20.0,8,24,6.55,a
362S162-97,50,20.0,8,24,0.87,b
362S162-33,33,20.0,8,24,1.92,a
362S200-54,33,20.0,8,24,3.88,a
600S162-68,50,20.0,8,24,6.62,a
600S162-97,50,20.0,8,24,8.22,a
600S162-43,33,20.0,8,24,2.26,a
362S250-54,33,20.0,8,24,4.47,a
600S200-68,50,20.0,8,24,6.29,a
600S200-97,33,20.0,8,24,9.43,a
362S137-43,33,20.0,8,12,1.37,a
362S137-54,50,20.0,8,12,2.45,a
362S137-68,50,20.0,8,12,3.4,a
362S137-33,33,20.0,8,12,1.09,a
600S137-43,33,20.0,8,12,1.75,a
362S162-54,33,20.0,8,12,3.21,a
362S162-68,50,20.0,8,12,4.31,a
362S162-97,50,20.0,8,12,6.5,a
362S162-97,50,20.0,8,12,1.41,a
362S162-33,33,20.0,8,12,2.39,a
362S200-54,33,20.0,8,12,4.12,a
600S162-68,50,20.0,8,12,6.78,a
600S162-97,50,20.0,8,12,8.05,a
600S162-43,33,20.0,8,12,2.79,a
362S250-54,33,20.0,8,12,4.78,a
600S200-68,50,20.0,8,12,6.37,a
600S200-97,33,20.0,8,12,9.26,a
362S137-43,33,20.0,9,16,1.09,b
362S137-54,50,20.0,9,16,2.24,a
362S137-68,50,20.0,9,16,3.22,a
362S137-33,33,20.0,9,16,0.8,b
600S137-43,33,20.0,9,16,1.47,a
362S162-54,33,20.0,9,16,2.98,a
362S162-68,50,20.0,9,16,4.1,a
362S162-97,50,20.0,9,16,6.29,a
362S162-97,50,20.0,9,16,1.09,a
362S162-33,33,20.0,9,16,2.07,a
362S200-54,33,20.0,9,16,3.85,a
600S162-68,50,20.0,9,16,6.47,a
600S162-97,50,20.0,9,16,7.83,a
600S162-43,33,20.0,9,16,2.45,a
362S250-54,33,20.0,9,16,4.49,a
600S200-68,50,20.0,9,16,6.09,a
600S200-97,33,20.0,9,16,9.0,a
362S137-43,33,20.0,9,12,1.13,b
362S137-54,50,20.0,9,12,2.17,a
362S137-68,50,20.0,9,12,3.07,a
362S137-33,33,20.0,9,12,0.85,b
600S137-43,33,20.0,9,12,1.4,a
362S162-54,33,20.0,9,12,2.86,a
362S162-68,50,20.0,9,12,3.88,a
362S162-97,50,20.0,9,12,5.87,a
362S162-97,50,20.0,9,12,1.14,a
362S162-33,33,20.0,9,12,2.07,a
362S200-54,33,20.0,9,12,3.67,a
600S162-68,50,20.0,9,12,6.08,a
600S162-97,50,20.0,9,12,7.27,a
600S162-43,33,20.0,9,12,2.47,a
362S250-54,33,20.0,9,12,4.33,a
600S200-68,50,20.0,9,12,5.72,a
600S200-97,33,20.0,9,12,8.39,a
362S137-43,33,20.0,10,16,0.81,c
362S137-54,50,20.0,10,16,1.92,b
362S137-68,50,20.0,10,16,2.85,a
362S137-33,33,20.0,10,16,0.5,d
600S137-43,33,20.0,10,16,1.09,c
362S162-54,33,20.0,10,16,2.59,a
362S162-68,50,20.0,10,16,3.64,a
362S162-97,50,20.0,10,16,5.63,a
362S162-97,50,20.0,10,16,0.75,c
362S162-33,33,20.0,10,16,1.7,b
362S200-54,33,20.0,10,16,3.36,a
600S162-68,50,20.0,10,16,5.73,a
600S162-97,50,20.0,10,16,7.02,a
600S162-43,33,20.0,10,16,2.06,a
362S250-54,33,20.0,10,16,3.99,a
600S200-68,50,20.0,10,16,5.4,a
600S200-97,33,20.0,10,16,8.1,a
362S137-43,33,20.0,10,12,0.64,d
362S137-54,50,20.0,10,12,1.59,c
362S137-68,50,20.0,10,12,2.38,b
362S137-33,33,20.0,10,12,0.35,e
600S137-43,33,20.0,10,12,0.99,d
362S162-54,33,20.0,10,12,2.1,c
362S162-68,50,20.0,10,12,2.98,b
362S162-97,50,20.0,10,12,4.57,a
362S162-97,50,20.0,10,12,0.57,d
362S162-33,33,20.0,10,12,1.42,c
362S200-54,33,20.0,10,12,2.72,b
600S162-68,50,20.0,10,12,4.63,a
600S162-97,50,20.0,10,12,5.67,a
600S162-43,33,20.0,10,12,1.73,b
362S250-54,33,20.0,10,12,3.25,a
600S200-68,50,20.0,10,12,4.4,a
600S200-97,33,20.0,10,12,6.61,a
600S200-68,33,20.0,,12,9.42,a
800S137-97,50,20.0,,12,14.89,a
800S137-118,50,20.0,,12,19.18,a
800S137-43,33,20.0,,12,4.27,a
800S137-54,33,20.0,,12,7.24,a
600S250-68,33,20.0,,12,10.54,a
800S162-97,50,20.0,,12,17.49,a
800S162-118,50,20.0,,12,22.36,a
800S162-54,50,20.0,,12,7.55,a
600S300-68,50,20.0,,12,10.73,a
600S300-97,50,20.0,,12,18.8,a
600S300-118,33,20.0,,12,24.47,a
800S200-54,33,20.0,,12,9.83,a
600S350-68,33,20.0,,12,14.32,a
600S350-97,50,20.0,,12,23.41,a
600S350-118,50,20.0,,12,30.95,a
600S200-68,33,20.0,8,16,9.26,a
800S137-97,50,20.0,8,16,14.74,a
800S137-118,50,20.0,8,16,19.02,a
800S137-43,33,20.0,8,16,4.1,a
800S137-54,33,20.0,8,16,7.08,a
600S250-68,33,20.0,8,16,10.37,a
800S162-97,50,20.0,8,16,17.3,a
800S162-118,50,20.0,8,16,22.17,a
800S162-54,50,20.0,8,16,7.39,a
600S300-68,50,20.0,8,16,10.56,a
600S300-97,50,20.0,8,16,18.62,a
600S300-118,33,20.0,8,16,24.28,a
800S200-54,33,20.0,8,16,9.67,a
600S350-68,33,20.0,8,16,14.13,a
600S350-97,50,20.0,8,16,23.21,a
600S350-118,50,20.0,8,16,30.75,a
600S200-68,33,20.0,8,24,8.94,a
800S137-97,50,20.0,8,24,14.43,a
800S137-118,50,20.0,8,24,18.69,a
800S137-43,33,20.0,8,24,3.76,a
800S137-54,33,20.0,8,24,6.77,a
600S250-68,33,20.0,8,24,10.02,a
800S162-97,50,20.0,8,24,16.93,a
800S162-118,50,20.0,8,24,21.79,a
800S162-54,50,20.0,8,24,7.07,a
600S300-68,50,20.0,8,24,10.22,a
600S300-97,50,20.0,8,24,18.25,a
600S300-118,33,20.0,8,24,23.89,a
800S200-54,33,20.0,8,24,9.33,a
600S350-68,33,20.0,8,24,13.77,a
600S350-97,50,20.0,8,24,22.81,a
600S350-118,50,20.0,8,24,30.34,a
600S200-68,33,20.0,8,12,9.17,a
800S137-97,50,20.0,8,12,14.58,a
800S137-118,50,20.0,8,12,18.8,a
800S137-43,33,20.0,8,12,4.1,a
800S137-54,33,20.0,8,12,7.03,a
600S250-68,33,20.0,8,12,10.26,a
800S162-97,50,20.0,8,12,17.06,a
800S162-118,50,20.0,8,12,21.85,a
800S162-54,50,20.0,8,12,7.33,a
600S300-68,50,20.0,8,12,10.46,a
600S300-97,50,20.0,8,12,18.35,a
600S300-118,33,20.0,8,12,23.93,a
800S200-54,33,20.0,8,12,9.56,a
600S350-68,33,20.0,8,12,13.97,a
600S350-97,50,20.0,8,12,22.88,a
600S350-118,50,20.0,8,12,30.13,a
600S200-68,33,20.0,9,16,8.97,a
800S137-97,50,20.0,9,16,14.39,a
800S137-118,50,20.0,9,16,18.6,a
800S137-43,33,20.0,9,16,3.89,a
800S137-54,33,20.0,9,16,6.84,a
600S250-68,33,20.0,9,16,10.04,a
800S162-97,50,20.0,9,16,16.83,a
800S162-118,50,20.0,9,16,21.61,a
800S162-54,50,20.0,9,16,7.13,a
600S300-68,50,20.0,9,16,10.25,a
600S300-97,50,20.0,9,16,18.12,a
600S300-118,33,20.0,9,16,23.69,a
800S200-54,33,20.0,9,16,9.35,a
600S350-68,33,20.0,9,16,13.74,a
600S350-97,50,20.0,9,16,22.63,a
600S350-118,50,20.0,9,16,29.88,a
600S200-68,33,20.0,9,24,8.58,a
800S137-97,50,20.0,9,24,14.01,a
800S137-118,50,20.0,9,24,18.2,a
800S137-43,33,20.0,9,24,3.46,a
800S137-54,33,20.0,9,24,6.45,a
600S250-68,33,20.0,9,24,9.61,a
800S162-97,50,20.0,9,24,16.36,a
800S162-118,50,20.0,9,24,21.13,a
800S162-54,50,20.0,9,24,6.74,a
600S300-68,50,20.0,9,24,9.82,a
600S300-97,50,20.0,9,24,17.66,a
600S300-118,33,20.0,9,24,23.21,a
800S200-54,33,20.0,9,24,8.93,a
600S350-68,33,20.0,9,24,13.29,a
600S350-97,50,20.0,9,24,22.14,a
600S350-118,50,20.0,9,24,29.37,a
600S200-68,33,20.0,9,12,8.89,a
800S137-97,50,20.0,9,12,14.21,a
800S137-118,50,20.0,9,12,18.35,a
800S137-43,33,20.0,9,12,3.91,a
800S137-54,33,20.0,9,12,6.8,a
600S250-68,33,20.0,9,12,9.94,a
800S162-97,50,20.0,9,12,16.56,a
800S162-118,50,20.0,9,12,21.24,a
800S162-54,50,20.0,9,12,7.09,a
600S300-68,50,20.0,9,12,10.15,a
600S300-97,50,20.0,9,12,17.82,a
600S300-118,33,20.0,9,12,23.31,a
800S200-54,33,20.0,9,12,9.25,a
600S350-68,33,20.0,9,12,13.57,a
600S350-97,50,20.0,9,12,22.3,a
600S350-118,50,20.0,9,12,29.21,a
600S200-68,33,20.0,10,16,8.64,a
800S137-97,50,20.0,10,16,13.98,a
800S137-118,50,20.0,10,16,18.1,a
800S137-43,33,20.0,10,16,3.65,a
800S137-54,33,20.0,10,16,6.56,a
600S250-68,33,20.0,10,16,9.68,a
800S162-97,50,20.0,10,16,16.28,a
800S162-118,50,20.0,10,16,20.95,a
800S162-54,50,20.0,10,16,6.85,a
600S300-68,50,20.0,10,16,9.89,a
600S300-97,50,20.0,10,16,17.54,a
600S300-118,33,20.0,10,16,23.03,a
800S200-54,33,20.0,10,16,8.99,a
600S350-68,33,20.0,10,16,13.3,a
600S350-97,50,20.0,10,16,22.0,a
600S350-118,50,20.0,10,16,28.9,a
600S200-68,33,20.0,10,24,8.16,a
800S137-97,50,20.0,10,24,13.51,a
800S137-118,50,20.0,10,24,17.61,a
800S137-43,33,20.0,10,24,3.13,a
800S137-54,33,20.0,10,24,6.08,a
600S250-68,33,20.0,10,24,9.16,a
800S162-97,50,20.0,10,24,15.72,a
800S162-118,50,20.0,10,24,20.38,a
800S162-54,50,20.0,10,24,6.37,a
600S300-68,50,20.0,10,24,9.38,a
600S300-97,50,20.0,10,24,16.99,a
600S300-118,33,20.0,10,24,22.45,a
800S200-54,33,20.0,10,24,8.48,a
600S350-68,33,20.0,10,24,12.75,a
600S350-97,50,20.0,10,24,21.4,a
600S350-118,50,20.0,10,24,28.29,a
600S200-68,33,20.0,10,12,8.19,a
800S137-97,50,20.0,10,12,13.29,a
800S137-118,50,20.0,10,12,17.2,a
800S137-43,33,20.0,10,12,3.48,a
800S137-54,33,20.0,10,12,6.24,a
600S250-68,33,20.0,10,12,9.2,a
800S162-97,50,20.0,10,12,15.37,a
800S162-118,50,20.0,10,12,19.78,a
800S162-54,50,20.0,10,12,6.52,a
600S300-68,50,20.0,10,12,9.47,a
600S300-97,50,20.0,10,12,16.6,a
600S300-118,33,20.0,10,12,21.89,a
800S200-54,33,20.0,10,12,8.54,a
600S350-68,33,20.0,10,12,12.67,a
600S350-97,50,20.0,10,12,20.99,a
600S350-118,50,20.0,10,12,27.08,a
600S200-68,33,20.0,12,16,7.86,a
800S137-97,50,20.0,12,16,12.97,a
800S137-118,50,20.0,12,16,16.86,a
800S137-43,33,20.0,12,16,3.12,a
800S137-54,33,20.0,12,16,5.91,a
600S250-68,33,20.0,12,16,8.84,a
800S162-97,50,20.0,12,16,14.98,a
800S162-118,50,20.0,12,16,19.38,a
800S162-54,50,20.0,12,16,6.19,a
600S300-68,50,20.0,12,16,9.12,a
600S300-97,50,20.0,12,16,16.21,a
600S300-118,33,20.0,12,16,21.49,a
800S200-54,33,20.0,12,16,8.19,a
600S350-68,33,20.0,12,16,12.29,a
600S350-97,50,20.0,12,16,20.57,a
600S350-118,50,20.0,12,16,26.66,a
600S200-68,33,20.0,12,24,7.2,a
800S137-97,50,20.0,12,24,12.33,a
800S137-118,50,20.0,12,24,16.19,a
800S137-43,33,20.0,12,24,2.38,a
800S137-54,33,20.0,12,24,5.25,a
600S250-68,33,20.0,12,24,8.12,a
800S162-97,50,20.0,12,24,14.22,a
800S162-118,50,20.0,12,24,18.59,a
800S162-54,50,20.0,12,24,5.52,a
600S300-68,50,20.0,12,24,8.41,a
600S300-97,50,20.0,12,24,15.45,a
600S300-118,33,20.0,12,24,20.7,a
800S200-54,33,20.0,12,24,7.49,a
600S350-68,33,20.0,12,24,11.53,a
600S350-97,50,20.0,12,24,19.75,a
600S350-118,50,20.0,12,24,25.84,a
600S200-68,33,20.0,12,12,7.35,a
800S137-97,50,20.0,12,12,12.12,a
800S137-118,50,20.0,12,12,15.73,a
800S137-43,33,20.0,12,12,2.99,a
800S137-54,33,20.0,12,12,5.63,a
600S250-68,33,20.0,12,12,8.34,a
800S162-97,50,20.0,12,12,13.94,a
800S162-118,50,20.0,12,12,18.01,a
800S162-54,50,20.0,12,12,5.86,a
600S300-68,50,20.0,12,12,8.7,a
600S300-97,50,20.0,12,12,15.19,a
600S300-118,33,20.0,12,12,20.32,a
800S200-54,33,20.0,12,12,7.73,a
600S350-68,33,20.0,12,12,11.63,a
600S350-97,50,20.0,12,12,19.32,a
600S350-118,50,20.0,12,12,24.66,a
600S200-68,33,20.0,14,16,6.92,a
800S137-97,50,20.0,14,16,11.72,a
800S137-118,50,20.0,14,16,15.31,a
800S137-43,33,20.0,14,16,2.5,a
800S137-54,33,20.0,14,16,5.2,a
600S250-68,33,20.0,14,16,7.87,a
800S162-97,50,20.0,14,16,13.46,a
800S162-118,50,20.0,14,16,17.51,a
800S162-54,50,20.0,14,16,5.43,a
600S300-68,50,20.0,14,16,8.24,a
600S300-97,50,20.0,14,16,14.7,a
600S300-118,33,20.0,14,16,19.81,a
800S200-54,33,20.0,14,16,7.28,a
600S350-68,33,20.0,14,16,11.14,a
600S350-97,50,20.0,14,16,18.79,a
600S350-118,50,20.0,14,16,24.14,a
600S200-68,33,20.0,14,24,6.08,a
800S137-97,50,20.0,14,24,10.9,a
800S137-118,50,20.0,14,24,14.45,a
800S137-43,33,20.0,14,24,1.53,b
800S137-54,33,20.0,14,24,4.34,a
600S250-68,33,20.0,14,24,6.95,a
800S162-97,50,20.0,14,24,12.48,a
800S162-118,50,20.0,14,24,16.51,a
800S162-54,50,20.0,14,24,4.57,a
600S300-68,50,20.0,14,24,7.31,a
600S300-97,50,20.0,14,24,13.72,a
600S300-118,33,20.0,14,24,18.78,a
800S200-54,33,20.0,14,24,6.37,a
600S350-68,33,20.0,14,24,10.16,a
600S350-97,50,20.0,14,24,17.74,a
600S350-118,50,20.0,14,24,23.1,a
600S200-68,33,20.0,14,12,6.4,a
800S137-97,50,20.0,14,12,10.79,a
800S137-118,50,20.0,14,12,14.04,a
800S137-43,33,20.0,14,12,2.44,a
