member_series,kind,t_design_in,radius_in,Fy,condition,bearing_in,P_asd_lb
1000S-118,single,0.1242,0.1863,50,1,4.0,3604.0
1000S-118,single,0.1242,0.1863,50,1,6.0,4143.0
1000S-118,single,0.1242,0.1863,50,2,1.0,5569.0
1000S-118,single,0.1242,0.1863,50,2,3.5,6948.0
1000S-118,single,0.1242,0.1863,50,2,4.0,7152.0
1000S-118,single,0.1242,0.1863,50,2,6.0,7864.0
1000S-118,single,0.1242,0.1863,50,3,1.0,2330.0
1000S-118,single,0.1242,0.1863,50,3,3.5,2845.0
1000S-118,single,0.1242,0.1863,50,3,4.0,2921.0
1000S-118,single,0.1242,0.1863,50,3,6.0,3187.0
1000S-118,single,0.1242,0.1863,50,4,1.0,6934.0
1000S-118,single,0.1242,0.1863,50,4,3.5,8051.0
1000S-118,single,0.1242,0.1863,50,4,4.0,8217.0
1000S-118,single,0.1242,0.1863,50,4,6.0,8794.0
1200S-68,single,0.0713,0.1069,33,1,1.0,547.0
1200S-68,single,0.0713,0.1069,33,1,3.5,817.0
1200S-68,single,0.0713,0.1069,33,1,4.0,857.0
1200S-68,single,0.0713,0.1069,33,1,6.0,996.0
1200S-68,single,0.0713,0.1069,33,2,1.0,1262.0
1200S-68,single,0.0713,0.1069,33,2,3.5,1641.0
1200S-68,single,0.0713,0.1069,33,2,4.0,1697.0
1200S-68,single,0.0713,0.1069,33,2,6.0,1892.0
1200S-68,single,0.0713,0.1069,33,3,1.0,363.0
1200S-68,single,0.0713,0.1069,33,3,3.5,462.0
1200S-68,single,0.0713,0.1069,33,3,4.0,476.0
1200S-68,single,0.0713,0.1069,33,3,6.0,527.0
1200S-68,single,0.0713,0.1069,33,4,1.0,1320.0
1200S-68,single,0.0713,0.1069,33,4,3.5,1585.0
1200S-68,single,0.0713,0.1069,33,4,4.0,1625.0
1200S-68,single,0.0713,0.1069,33,4,6.0,1762.0
1200S-68,single,0.0713,0.1069,50,1,1.0,828.0
1200S-68,single,0.0713,0.1069,50,1,3.5,1237.0
1200S-68,single,0.0713,0.1069,50,1,4.0,1298.0
1200S-68,single,0.0713,0.1069,50,1,6.0,1509.0
1200S-68,single,0.0713,0.1069,50,2,1.0,1913.0
1200S-68,single,0.0713,0.1069,50,2,3.5,2486.0
1200S-68,single,0.0713,0.1069,50,2,4.0,2571.0
1200S-68,single,0.0713,0.1069,50,2,6.0,2866.0
1200S-68,single,0.0713,0.1069,50,3,1.0,551.0
1200S-68,single,0.0713,0.1069,50,3,3.5,699.0
1200S-68,single,0.0713,0.1069,50,3,4.0,721.0
1200S-68,single,0.0713,0.1069,50,3,6.0,798.0
1200S-68,single,0.0713,0.1069,50,4,1.0,2001.0
1200S-68,single,0.0713,0.1069,50,4,3.5,2402.0
1200S-68,single,0.0713,0.1069,50,4,4.0,2462.0
1200S-68,single,0.0713,0.1069,50,4,6.0,2669.0
1200S-97,single,0.1017,0.1525,50,1,1.0,1618.0
1200S-97,single,0.1017,0.1525,50,1,3.5,2355.0
1200S-97,single,0.1017,0.1525,50,1,4.0,2464.0
1200S-97,single,0.1017,0.1525,50,1,6.0,2844.0
1200S-97,single,0.1017,0.1525,50,2,1.0,3764.0
1200S-97,single,0.1017,0.1525,50,2,3.5,4764.0
1200S-97,single,0.1017,0.1525,50,2,4.0,4912.0
1200S-97,single,0.1017,0.1525,50,2,6.0,5429.0
1200S-97,single,0.1017,0.1525,50,3,1.0,1348.0
1200S-97,single,0.1017,0.1525,50,3,3.5,1668.0
1200S-97,single,0.1017,0.1525,50,3,4.0,1716.0
1200S-97,single,0.1017,0.1525,50,3,6.0,1882.0
1200S-97,single,0.1017,0.1525,50,4,1.0,4350.0
1200S-97,single,0.1017,0.1525,50,4,3.5,5109.0
1200S-97,single,0.1017,0.1525,50,4,4.0,5222.0
1200S-97,single,0.1017,0.1525,50,4,6.0,5614.0
1200S-118,single,0.1242,0.1863,50,1,1.0,2354.0
1200S-118,single,0.1242,0.1863,50,1,3.5,3375.0
1200S-118,single,0.1242,0.1863,50,1,4.0,3527.0
1200S-118,single,0.1242,0.1863,50,1,6.0,4054.0
1200S-118,single,0.1242,0.1863,50,2,1.0,5515.0
1200S-118,single,0.1242,0.1863,50,2,3.5,6881.0
1200S-118,single,0.1242,0.1863,50,2,4.0,7083.0
1200S-118,single,0.1242,0.1863,50,2,6.0,7788.0
1200S-118,single,0.1242,0.1863,50,3,1.0,2161.0
1200S-118,single,0.1242,0.1863,50,3,3.5,2638.0
1200S-118,single,0.1242,0.1863,50,3,4.0,2709.0
1200S-118,single,0.1242,0.1863,50,3,6.0,2956.0
1200S-118,single,0.1242,0.1863,50,4,1.0,6675.0
1200S-118,single,0.1242,0.1863,50,4,3.5,7750.0
1200S-118,single,0.1242,0.1863,50,4,4.0,7910.0
1200S-118,single,0.1242,0.1863,50,4,6.0,8465.0
1400S-68,single,0.0713,0.1069,33,1,1.0,531.0
1400S-68,single,0.0713,0.1069,33,1,3.5,793.0
1400S-68,single,0.0713,0.1069,33,1,4.0,832.0
1400S-68,single,0.0713,0.1069,33,1,6.0,968.0
1400S-68,single,0.0713,0.1069,33,2,1.0,1247.0
1400S-68,single,0.0713,0.1069,33,2,3.5,1621.0
1400S-68,single,0.0713,0.1069,33,2,4.0,1676.0
1400S-68,single,0.0713,0.1069,33,2,6.0,1869.0
1400S-68,single,0.0713,0.1069,33,3,1.0,316.0
1400S-68,single,0.0713,0.1069,33,3,3.5,401.0
1400S-68,single,0.0713,0.1069,33,3,4.0,414.0
1400S-68,single,0.0713,0.1069,33,3,6.0,458.0
1400S-68,single,0.0713,0.1069,33,4,1.0,1249.0
1400S-68,single,0.0713,0.1069,33,4,3.5,1500.0
1400S-68,single,0.0713,0.1069,33,4,4.0,1537.0
1400S-68,single,0.0713,0.1069,33,4,6.0,1666.0
1400S-68,single,0.0713,0.1069,50,1,1.0,805.0
1400S-68,single,0.0713,0.1069,50,1,3.5,1202.0
1400S-68,single,0.0713,0.1069,50,1,4.0,1261.0
1400S-68,single,0.0713,0.1069,50,1,6.0,1466.0
1400S-68,single,0.0713,0.1069,50,2,1.0,1890.0
1400S-68,single,0.0713,0.1069,50,2,3.5,2456.0
1400S-68,single,0.0713,0.1069,50,2,4.0,2540.0
1400S-68,single,0.0713,0.1069,50,2,6.0,2832.0
1400S-68,single,0.0713,0.1069,50,3,1.0,479.0
1400S-68,single,0.0713,0.1069,50,3,3.5,608.0
1400S-68,single,0.0713,0.1069,50,3,4.0,627.0
1400S-68,single,0.0713,0.1069,50,3,6.0,694.0
1400S-68,single,0.0713,0.1069,50,4,1.0,1892.0
1400S-68,single,0.0713,0.1069,50,4,3.5,2272.0
1400S-68,single,0.0713,0.1069,50,4,4.0,2329.0
1400S-68,single,0.0713,0.1069,50,4,6.0,2525.0
1400S-97,single,0.1017,0.1525,50,1,1.0,1581.0
1400S-97,single,0.1017,0.1525,50,1,3.5,2302.0
1400S-97,single,0.1017,0.1525,50,1,4.0,2408.0
1400S-97,single,0.1017,0.1525,50,1,6.0,2780.0
1400S-97,single,0.1017,0.1525,50,2,1.0,3727.0
1400S-97,single,0.1017,0.1525,50,2,3.5,4717.0
1400S-97,single,0.1017,0.1525,50,2,4.0,4864.0
1400S-97,single,0.1017,0.1525,50,2,6.0,5375.0
1400S-97,single,0.1017,0.1525,50,3,1.0,1230.0
1400S-97,single,0.1017,0.1525,50,3,3.5,1523.0
1400S-97,single,0.1017,0.1525,50,3,4.0,1567.0
1400S-97,single,0.1017,0.1525,50,3,6.0,1718.0
1400S-97,single,0.1017,0.1525,50,4,1.0,4171.0
1400S-97,single,0.1017,0.1525,50,4,3.5,4900.0
1400S-97,single,0.1017,0.1525,50,4,4.0,5008.0
1400S-97,single,0.1017,0.1525,50,4,6.0,5384.0
1400S-118,single,0.1242,0.1863,50,1,1.0,2307.0
1400S-118,single,0.1242,0.1863,50,1,3.5,3308.0
1400S-118,single,0.1242,0.1863,50,1,4.0,3456.0
1400S-118,single,0.1242,0.1863,50,1,6.0,3973.0
1400S-118,single,0.1242,0.1863,50,2,1.0,5466.0
1400S-118,single,0.1242,0.1863,50,2,3.5,6819.0
1400S-118,single,0.1242,0.1863,50,2,4.0,7020.0
1400S-118,single,0.1242,0.1863,50,2,6.0,7719.0
1400S-118,single,0.1242,0.1863,50,3,1.0,2006.0
1400S-118,single,0.1242,0.1863,50,3,3.5,2449.0
1400S-118,single,0.1242,0.1863,50,3,4.0,2515.0
1400S-118,single,0.1242,0.1863,50,3,6.0,2744.0
1400S-118,single,0.1242,0.1863,50,4,1.0,6437.0
1400S-118,single,0.1242,0.1863,50,4,3.5,7474.0
1400S-118,single,0.1242,0.1863,50,4,4.0,7628.0
1400S-118,single,0.1242,0.1863,50,4,6.0,8164.0
1600S-97,single,0.1017,0.1525,50,1,1.0,1547.0
1600S-97,single,0.1017,0.1525,50,1,3.5,2252.0
1600S-97,single,0.1017,0.1525,50,1,4.0,2357.0
1600S-97,single,0.1017,0.1525,50,1,6.0,2721.0
1600S-97,single,0.1017,0.1525,50,2,1.0,3692.0
1600S-97,single,0.1017,0.1525,50,2,3.5,4673.0
1600S-97,single,0.1017,0.1525,50,2,4.0,4818.0
1600S-97,single,0.1017,0.1525,50,2,6.0,5325.0
1600S-97,single,0.1017,0.1525,50,3,1.0,1121.0
1600S-97,single,0.1017,0.1525,50,3,3.5,1388.0
1600S-97,single,0.1017,0.1525,50,3,4.0,1428.0
1600S-97,single,0.1017,0.1525,50,3,6.0,1566.0
1600S-97,single,0.1017,0.1525,50,4,1.0,4005.0
1600S-97,single,0.1017,0.1525,50,4,3.5,4705.0
1600S-97,single,0.1017,0.1525,50,4,4.0,4809.0
1600S-97,single,0.1017,0.1525,50,4,6.0,5170.0
1600S-118,single,0.1242,0.1863,50,1,1.0,2263.0
1600S-118,single,0.1242,0.1863,50,1,3.5,3245.0
1600S-118,single,0.1242,0.1863,50,1,4.0,3391.0
1600S-118,single,0.1242,0.1863,50,1,6.0,3898.0
1600S-118,single,0.1242,0.1863,50,2,1.0,5420.0
1600S-118,single,0.1242,0.1863,50,2,3.5,6762.0
1600S-118,single,0.1242,0.1863,50,2,4.0,6961.0
1600S-118,single,0.1242,0.1863,50,2,6.0,7654.0
1600S-118,single,0.1242,0.1863,50,3,1.0,1862.0
1600S-118,single,0.1242,0.1863,50,3,3.5,2274.0
1600S-118,single,0.1242,0.1863,50,3,4.0,2335.0
1600S-118,single,0.1242,0.1863,50,3,6.0,2548.0
1600S-118,single,0.1242,0.1863,50,4,1.0,6217.0
1600S-118,single,0.1242,0.1863,50,4,3.5,7219.0
1600S-118,single,0.1242,0.1863,50,4,4.0,7367.0
1600S-118,single,0.1242,0.1863,50,4,6.0,7884.0
800S-43,back_to_back,0.0451,0.0712,33,1,1.0,633.0
800S-43,back_to_back,0.0451,0.0712,33,1,3.5,946.0
800S-43,back_to_back,0.0451,0.0712,33,1,4.0,993.0
800S-43,back_to_back,0.0451,0.0712,33,1,6.0,1154.0
800S-43,back_to_back,0.0451,0.0712,33,2,1.0,926.0
800S-43,back_to_back,0.0451,0.0712,33,2,3.5,1202.0
800S-43,back_to_back,0.0451,0.0712,33,2,4.0,1242.0
800S-43,back_to_back,0.0451,0.0712,33,2,6.0,1384.0
800S-43,back_to_back,0.0451,0.0712,33,3,1.0,302.0
800S-43,back_to_back,0.0451,0.0712,33,3,3.5,374.0
800S-43,back_to_back,0.0451,0.0712,33,3,4.0,384.0
800S-43,back_to_back,0.0451,0.0712,33,3,6.0,421.0
800S-43,back_to_back,0.0451,0.0712,33,4,1.0,651.0
800S-43,back_to_back,0.0451,0.0712,33,4,3.5,806.0
800S-43,back_to_back,0.0451,0.0712,33,4,4.0,829.0
800S-43,back_to_back,0.0451,0.0712,33,4,6.0,909.0
800S-54,back_to_back,0.0566,0.0849,33,1,1.0,942.0
800S-54,back_to_back,0.0566,0.0849,33,1,3.5,1386.0
800S-54,back_to_back,0.0566,0.0849,33,1,4.0,1452.0
800S-54,back_to_back,0.0566,0.0849,33,1,6.0,1681.0
800S-54,back_to_back,0.0566,0.0849,33,2,1.0,1417.0
800S-54,back_to_back,0.0566,0.0849,33,2,3.5,1807.0
800S-54,back_to_back,0.0566,0.0849,33,2,4.0,1865.0
800S-54,back_to_back,0.0566,0.0849,33,2,6.0,2067.0
800S-54,back_to_back,0.0566,0.0849,33,3,1.0,519.0
800S-54,back_to_back,0.0566,0.0849,33,3,3.5,633.0
800S-54,back_to_back,0.0566,0.0849,33,3,4.0,650.0
800S-54,back_to_back,0.0566,0.0849,33,3,6.0,709.0
800S-54,back_to_back,0.0566,0.0849,33,4,1.0,1123.0
800S-54,back_to_back,0.0566,0.0849,33,4,3.5,1369.0
800S-54,back_to_back,0.0566,0.0849,33,4,4.0,1405.0
800S-54,back_to_back,0.0566,0.0849,33,4,6.0,1532.0
800S-54,back_to_back,0.0566,0.0849,50,1,1.0,1428.0
800S-54,back_to_back,0.0566,0.0849,50,1,3.5,2100.0
800S-54,back_to_back,0.0566,0.0849,50,1,4.0,2200.0
800S-54,back_to_back,0.0566,0.0849,50,1,6.0,2546.0
800S-54,back_to_back,0.0566,0.0849,50,2,1.0,2147.0
800S-54,back_to_back,0.0566,0.0849,50,2,3.5,2738.0
800S-54,back_to_back,0.0566,0.0849,50,2,4.0,2826.0
800S-54,back_to_back,0.0566,0.0849,50,2,6.0,3131.0
800S-54,back_to_back,0.0566,0.0849,50,3,1.0,787.0
800S-54,back_to_back,0.0566,0.0849,50,3,3.5,959.0
800S-54,back_to_back,0.0566,0.0849,50,3,4.0,985.0
800S-54,back_to_back,0.0566,0.0849,50,3,6.0,1074.0
800S-54,back_to_back,0.0566,0.0849,50,4,1.0,1701.0
800S-54,back_to_back,0.0566,0.0849,50,4,3.5,2074.0
800S-54,back_to_back,0.0566,0.0849,50,4,4.0,2129.0
800S-54,back_to_back,0.0566,0.0849,50,4,6.0,2322.0
800S-68,back_to_back,0.0713,0.1069,33,1,1.0,1409.0
800S-68,back_to_back,0.0713,0.1069,33,1,3.5,2037.0
800S-68,back_to_back,0.0713,0.1069,33,1,4.0,2130.0
800S-68,back_to_back,0.0713,0.1069,33,1,6.0,2455.0
800S-68,back_to_back,0.0713,0.1069,33,2,1.0,2174.0
800S-68,back_to_back,0.0713,0.1069,33,2,3.5,2727.0
800S-68,back_to_back,0.0713,0.1069,33,2,4.0,2809.0
800S-68,back_to_back,0.0713,0.1069,33,2,6.0,3094.0
800S-68,back_to_back,0.0713,0.1069,33,3,1.0,881.0
800S-68,back_to_back,0.0713,0.1069,33,3,3.5,1058.0
800S-68,back_to_back,0.0713,0.1069,33,3,4.0,1084.0
800S-68,back_to_back,0.0713,0.1069,33,3,6.0,1175.0
800S-68,back_to_back,0.0713,0.1069,33,4,1.0,1905.0
800S-68,back_to_back,0.0713,0.1069,33,4,3.5,2287.0
800S-68,back_to_back,0.0713,0.1069,33,4,4.0,2344.0
800S-68,back_to_back,0.0713,0.1069,33,4,6.0,2542.0
800S-68,back_to_back,0.0713,0.1069,50,1,1.0,2135.0
800S-68,back_to_back,0.0713,0.1069,50,1,3.5,3087.0
800S-68,back_to_back,0.0713,0.1069,50,1,4.0,3228.0
800S-68,back_to_back,0.0713,0.1069,50,1,6.0,3719.0
800S-68,back_to_back,0.0713,0.1069,50,2,1.0,3295.0
800S-68,back_to_back,0.0713,0.1069,50,2,3.5,4132.0
800S-68,back_to_back,0.0713,0.1069,50,2,4.0,4256.0
800S-68,back_to_back,0.0713,0.1069,50,2,6.0,4688.0
800S-68,back_to_back,0.0713,0.1069,50,3,1.0,1335.0
800S-68,back_to_back,0.0713,0.1069,50,3,3.5,1602.0
800S-68,back_to_back,0.0713,0.1069,50,3,4.0,1642.0
800S-68,back_to_back,0.0713,0.1069,50,3,6.0,1781.0
800S-68,back_to_back,0.0713,0.1069,50,4,1.0,2886.0
800S-68,back_to_back,0.0713,0.1069,50,4,3.5,3466.0
800S-68,back_to_back,0.0713,0.1069,50,4,4.0,3552.0
800S-68,back_to_back,0.0713,0.1069,50,4,6.0,3851.0
800S-97,back_to_back,0.1017,0.1525,50,1,1.0,3989.0
800S-97,back_to_back,0.1017,0.1525,50,1,3.5,5613.0
800S-97,back_to_back,0.1017,0.1525,50,1,4.0,5854.0
800S-97,back_to_back,0.1017,0.1525,50,1,6.0,6692.0
800S-97,back_to_back,0.1017,0.1525,50,2,1.0,6396.0
800S-97,back_to_back,0.1017,0.1525,50,2,3.5,7825.0
800S-97,back_to_back,0.1017,0.1525,50,2,4.0,8036.0
800S-97,back_to_back,0.1017,0.1525,50,2,6.0,8774.0
800S-97,back_to_back,0.1017,0.1525,50,3,1.0,2929.0
800S-97,back_to_back,0.1017,0.1525,50,3,3.5,3441.0
800S-97,back_to_back,0.1017,0.1525,50,3,4.0,3517.0
800S-97,back_to_back,0.1017,0.1525,50,3,6.0,3781.0
800S-97,back_to_back,0.1017,0.1525,50,4,1.0,6335.0
800S-97,back_to_back,0.1017,0.1525,50,4,3.5,7442.0
800S-97,back_to_back,0.1017,0.1525,50,4,4.0,7606.0
800S-97,back_to_back,0.1017,0.1525,50,4,6.0,8177.0
800S-118,back_to_back,0.1242,0.1863,50,1,1.0,5690.0
800S-118,back_to_back,0.1242,0.1863,50,1,3.5,7883.0
800S-118,back_to_back,0.1242,0.1863,50,1,4.0,8209.0
800S-118,back_to_back,0.1242,0.1863,50,1,6.0,9341.0
800S-118,back_to_back,0.1242,0.1863,50,2,1.0,9314.0
800S-118,back_to_back,0.1242,0.1863,50,2,3.5,11244.0
800S-118,back_to_back,0.1242,0.1863,50,2,4.0,11530.0
800S-118,back_to_back,0.1242,0.1863,50,2,6.0,12526.0
800S-118,back_to_back,0.1242,0.1863,50,3,1.0,4514.0
800S-118,back_to_back,0.1242,0.1863,50,3,3.5,5241.0
800S-118,back_to_back,0.1242,0.1863,50,3,4.0,5349.0
800S-118,back_to_back,0.1242,0.1863,50,3,6.0,5724.0
800S-118,back_to_back,0.1242,0.1863,50,4,1.0,9762.0
800S-118,back_to_back,0.1242,0.1863,50,4,3.5,11335.0
800S-118,back_to_back,0.1242,0.1863,50,4,4.0,11568.0
800S-118,back_to_back,0.1242,0.1863,50,4,6.0,12380.0
1000S-54,back_to_back,0.0566,0.0849,33,1,1.0,941.0
1000S-54,back_to_back,0.0566,0.0849,33,1,3.5,1384.0
1000S-54,back_to_back,0.0566,0.0849,33,1,4.0,1450.0
1000S-54,back_to_back,0.0566,0.0849,33,1,6.0,1678.0
1000S-54,back_to_back,0.0566,0.0849,33,2,1.0,1415.0
1000S-54,back_to_back,0.0566,0.0849,33,2,3.5,1805.0
1000S-54,back_to_back,0.0566,0.0849,33,2,4.0,1863.0
1000S-54,back_to_back,0.0566,0.0849,33,2,6.0,2064.0
1000S-54,back_to_back,0.0566,0.0849,33,3,1.0,464.0
1000S-54,back_to_back,0.0566,0.0849,33,3,3.5,565.0
1000S-54,back_to_back,0.0566,0.0849,33,3,4.0,580.0
1000S-54,back_to_back,0.0566,0.0849,33,3,6.0,633.0
1000S-54,back_to_back,0.0566,0.0849,33,4,1.0,1003.0
1000S-54,back_to_back,0.0566,0.0849,33,4,3.5,1222.0
1000S-54,back_to_back,0.0566,0.0849,33,4,4.0,1255.0
1000S-54,back_to_back,0.0566,0.0849,33,4,6.0,1368.0
1000S-54,back_to_back,0.0566,0.0849,50,1,1.0,1426.0
1000S-54,back_to_back,0.0566,0.0849,50,1,3.5,2097.0
1000S-54,back_to_back,0.0566,0.0849,50,1,4.0,2196.0
1000S-54,back_to_back,0.0566,0.0849,50,1,6.0,2543.0
1000S-54,back_to_back,0.0566,0.0849,50,2,1.0,2144.0
1000S-54,back_to_back,0.0566,0.0849,50,2,3.5,2735.0
1000S-54,back_to_back,0.0566,0.0849,50,2,4.0,2822.0
1000S-54,back_to_back,0.0566,0.0849,50,2,6.0,3127.0
1000S-54,back_to_back,0.0566,0.0849,50,3,1.0,702.0
1000S-54,back_to_back,0.0566,0.0849,50,3,3.5,856.0
1000S-54,back_to_back,0.0566,0.0849,50,3,4.0,879.0
1000S-54,back_to_back,0.0566,0.0849,50,3,6.0,959.0
1000S-54,back_to_back,0.0566,0.0849,50,4,1.0,1519.0
1000S-54,back_to_back,0.0566,0.0849,50,4,3.5,1852.0
1000S-54,back_to_back,0.0566,0.0849,50,4,4.0,1901.0
1000S-54,back_to_back,0.0566,0.0849,50,4,6.0,2073.0
1000S-68,back_to_back,0.0713,0.1069,33,1,1.0,1407.0
1000S-68,back_to_back,0.0713,0.1069,33,1,3.5,2035.0
1000S-68,back_to_back,0.0713,0.1069,33,1,4.0,2128.0
1000S-68,back_to_back,0.0713,0.1069,33,1,6.0,2451.0
1000S-68,back_to_back,0.0713,0.1069,33,2,1.0,2172.0
1000S-68,back_to_back,0.0713,0.1069,33,2,3.5,2723.0
1000S-68,back_to_back,0.0713,0.1069,33,2,4.0,2805.0
1000S-68,back_to_back,0.0713,0.1069,33,2,6.0,3090.0
1000S-68,back_to_back,0.0713,0.1069,33,3,1.0,804.0
1000S-68,back_to_back,0.0713,0.1069,33,3,3.5,965.0
1000S-68,back_to_back,0.0713,0.1069,33,3,4.0,989.0
1000S-68,back_to_back,0.0713,0.1069,33,3,6.0,1073.0
1000S-68,back_to_back,0.0713,0.1069,33,4,1.0,1739.0
1000S-68,back_to_back,0.0713,0.1069,33,4,3.5,2088.0
1000S-68,back_to_back,0.0713,0.1069,33,4,4.0,2140.0
1000S-68,back_to_back,0.0713,0.1069,33,4,6.0,2320.0
1000S-68,back_to_back,0.0713,0.1069,50,1,1.0,2132.0
1000S-68,back_to_back,0.0713,0.1069,50,1,3.5,3083.0
1000S-68,back_to_back,0.0713,0.1069,50,1,4.0,3224.0
1000S-68,back_to_back,0.0713,0.1069,50,1,6.0,3714.0
1000S-68,back_to_back,0.0713,0.1069,50,2,1.0,3290.0
1000S-68,back_to_back,0.0713,0.1069,50,2,3.5,4126.0
1000S-68,back_to_back,0.0713,0.1069,50,2,4.0,4250.0
1000S-68,back_to_back,0.0713,0.1069,50,2,6.0,4682.0
1000S-68,back_to_back,0.0713,0.1069,50,3,1.0,1218.0
1000S-68,back_to_back,0.0713,0.1069,50,3,3.5,1463.0
1000S-68,back_to_back,0.0713,0.1069,50,3,4.0,1499.0
1000S-68,back_to_back,0.0713,0.1069,50,3,6.0,1625.0
1000S-68,back_to_back,0.0713,0.1069,50,4,1.0,2635.0
1000S-68,back_to_back,0.0713,0.1069,50,4,3.5,3164.0
1000S-68,back_to_back,0.0713,0.1069,50,4,4.0,3242.0
1000S-68,back_to_back,0.0713,0.1069,50,4,6.0,3515.0
1000S-97,back_to_back,0.1017,0.1525,50,1,1.0,3985.0
1000S-97,back_to_back,0.1017,0.1525,50,1,3.5,5607.0
1000S-97,back_to_back,0.1017,0.1525,50,1,4.0,5848.0
1000S-97,back_to_back,0.1017,0.1525,50,1,6.0,6685.0
1000S-97,back_to_back,0.1017,0.1525,50,2,1.0,6389.0
1000S-97,back_to_back,0.1017,0.1525,50,2,3.5,7816.0
1000S-97,back_to_back,0.1017,0.1525,50,2,4.0,8028.0
1000S-97,back_to_back,0.1017,0.1525,50,2,6.0,8764.0
1000S-97,back_to_back,0.1017,0.1525,50,3,1.0,2737.0
1000S-97,back_to_back,0.1017,0.1525,50,3,3.5,3215.0
1000S-97,back_to_back,0.1017,0.1525,50,3,4.0,3286.0
1000S-97,back_to_back,0.1017,0.1525,50,3,6.0,3533.0
1000S-97,back_to_back,0.1017,0.1525,50,4,1.0,5920.0
1000S-97,back_to_back,0.1017,0.1525,50,4,3.5,6953.0
1000S-97,back_to_back,0.1017,0.1525,50,4,4.0,7107.0
1000S-97,back_to_back,0.1017,0.1525,50,4,6.0,7640.0
1000S-118,back_to_back,0.1242,0.1863,50,1,1.0,5684.0
1000S-118,back_to_back,0.1242,0.1863,50,1,3.5,7875.0
1000S-118,back_to_back,0.1242,0.1863,50,1,4.0,8200.0
1000S-118,back_to_back,0.1242,0.1863,50,1,6.0,9332.0
1000S-118,back_to_back,0.1242,0.1863,50,2,1.0,9305.0
1000S-118,back_to_back,0.1242,0.1863,50,2,3.5,11233.0
1000S-118,back_to_back,0.1242,0.1863,50,2,4.0,11519.0
1000S-118,back_to_back,0.1242,0.1863,50,2,6.0,12514.0
1000S-118,back_to_back,0.1242,0.1863,50,3,1.0,4257.0
1000S-118,back_to_back,0.1242,0.1863,50,3,3.5,4943.0
1000S-118,back_to_back,0.1242,0.1863,50,3,4.0,5045.0
1000S-118,back_to_back,0.1242,0.1863,50,3,6.0,5399.0
1000S-118,back_to_back,0.1242,0.1863,50,4,1.0,9208.0
1000S-118,back_to_back,0.1242,0.1863,50,4,3.5,10691.0
1000S-118,back_to_back,0.1242,0.1863,50,4,4.0,10911.0
1000S-118,back_to_back,0.1242,0.1863,50,4,6.0,11677.0
1200S-68,back_to_back,0.0713,0.1069,33,1,1.0,1406.0
1200S-68,back_to_back,0.0713,0.1069,33,1,3.5,2032.0
1200S-68,back_to_back,0.0713,0.1069,33,1,4.0,2125.0
1200S-68,back_to_back,0.0713,0.1069,33,1,6.0,2449.0
1200S-68,back_to_back,0.0713,0.1069,33,2,1.0,2169.0
1200S-68,back_to_back,0.0713,0.1069,33,2,3.5,2720.0
1200S-68,back_to_back,0.0713,0.1069,33,2,4.0,2802.0
1200S-68,back_to_back,0.0713,0.1069,33,2,6.0,3086.0
1200S-68,back_to_back,0.0713,0.1069,33,3,1.0,735.0
1200S-68,back_to_back,0.0713,0.1069,33,3,3.5,883.0
1200S-68,back_to_back,0.0713,0.1069,33,3,4.0,904.0
1200S-68,back_to_back,0.0713,0.1069,33,3,6.0,981.0
1200S-68,back_to_back,0.0713,0.1069,33,4,1.0,1590.0
1200S-68,back_to_back,0.0713,0.1069,33,4,3.5,1909.0
1200S-68,back_to_back,0.0713,0.1069,33,4,4.0,1956.0
1200S-68,back_to_back,0.0713,0.1069,33,4,6.0,2121.0
1200S-68,back_to_back,0.0713,0.1069,50,1,1.0,2130.0
1200S-68,back_to_back,0.0713,0.1069,50,1,3.5,3079.0
1200S-68,back_to_back,0.0713,0.1069,50,1,4.0,3220.0
1200S-68,back_to_back,0.0713,0.1069,50,1,6.0,3710.0
1200S-68,back_to_back,0.0713,0.1069,50,2,1.0,3287.0
1200S-68,back_to_back,0.0713,0.1069,50,2,3.5,4122.0
1200S-68,back_to_back,0.0713,0.1069,50,2,4.0,4245.0
1200S-68,back_to_back,0.0713,0.1069,50,2,6.0,4676.0
1200S-68,back_to_back,0.0713,0.1069,50,3,1.0,1114.0
1200S-68,back_to_back,0.0713,0.1069,50,3,3.5,1337.0
1200S-68,back_to_back,0.0713,0.1069,50,3,4.0,1370.0
1200S-68,back_to_back,0.0713,0.1069,50,3,6.0,1486.0
1200S-68,back_to_back,0.0713,0.1069,50,4,1.0,2408.0
1200S-68,back_to_back,0.0713,0.1069,50,4,3.5,2892.0
1200S-68,back_to_back,0.0713,0.1069,50,4,4.0,2964.0
1200S-68,back_to_back,0.0713,0.1069,50,4,6.0,3213.0
1200S-97,back_to_back,0.1017,0.1525,50,1,1.0,3981.0
1200S-97,back_to_back,0.1017,0.1525,50,1,3.5,5601.0
1200S-97,back_to_back,0.1017,0.1525,50,1,4.0,5842.0
1200S-97,back_to_back,0.1017,0.1525,50,1,6.0,6678.0
1200S-97,back_to_back,0.1017,0.1525,50,2,1.0,6383.0
1200S-97,back_to_back,0.1017,0.1525,50,2,3.5,7808.0
1200S-97,back_to_back,0.1017,0.1525,50,2,4.0,8020.0
1200S-97,back_to_back,0.1017,0.1525,50,2,6.0,8756.0
1200S-97,back_to_back,0.1017,0.1525,50,3,1.0,2564.0
